2, 2, 1, 0, NaN, NaN
18, 3, 0, 1, 1, 0
0, 0, 3, NaN, NaN, NaN
2, 5, 0, 0, NaN, NaN
2, 6, 0, 1, NaN, NaN
2, 7, 1, 0, NaN, NaN
2, 8, 0, 5, NaN, NaN
20, 9, 0, 8, 0, 6
0, 0, 4, NaN, NaN, NaN
3, 10, 0, 7, 1, 1
2, 7, 0, 10, NaN, NaN
4, 11, 0, 8, 0, 6
2, 8, 0, 11, NaN, NaN
2, 4, 0, 8, NaN, NaN
2, 2, 0, 4, NaN, NaN
2, 0, 0, 1, NaN, NaN
2, 1, 0, 2, NaN, NaN
1, 0, 0, NaN, NaN, NaN
